company_name,company_number,category,website
Boom Effects,+7 (913) 623-93-53,Организация мероприятий,https://boom-effects55.ru/
Чунга-Чанга,+7 (953) 399-42-43 (доб. +79507941719),Организация мероприятий,[]
Carousel,+7 (904) 582-65-19,Организация мероприятий,[]
Анонс 55,+7 (950) 792-30-91,Организация мероприятий,[]
Студия событий Sova Sova,+7 (951) 404-40-00,Организация мероприятий,[]
База,+7 (962) 031-33-31,Детские праздники,[]
Welcome team,+7 (904) 077-64-82,Организация мероприятий,https://welcometeam.ru/
Зайкины сказки,+7 (904) 828-07-11,Организация мероприятий,http://зайкинысказки.рф/
Вам Сюрприз,+7 (965) 426-85-82,Организация мероприятий,https://vam-surprise.ru/
Iva,+7 (960) 980-95-45,Организация мероприятий,https://100bestwedding.ru/places/iva
ИТ-лифт,+7 (909) 535-00-73,Организация мероприятий,https://ano.itlft.ru/
Кидс Поинт,+7 (983) 111-12-11,Детские праздники,[]
Студия воздушного декора Юлии Полянской,+7 (913) 673-23-60,Товары для праздника,[]
Воздушные шарики,+7 (950) 781-07-57,Товары для праздника,[]
Grammy,+7 (923) 681-11-33,Организация мероприятий,[]
Африкана,+7 (950) 337-32-07,Творческие коллективы,https://africana--group.orgs.biz/
Мастер праздников,+7 (904) 584-04-10,Организация мероприятий,[]
Ведущий Трубкин Евгений,+7 (913) 645-71-79,Ведущие мероприятий,https://trubkine.ru/
Ведущая и организатор праздников Марина Ткач,+7 (913) 969-89-39,Ведущие мероприятий,[]
Творческая группа Необыкновенное чудо,+7 (950) 781-05-45,Организация мероприятий,http://www.neochudo.ru/
Cook&Run,+7 (981) 299-64-91,Организация мероприятий,[]
Зефир,+7 (908) 311-18-30,Детские праздники,[]
Cloud love,+7 (960) 988-09-63,Товары для праздника,[]
Абвгдейка,+7 (950) 212-02-20,Организация мероприятий,https://абвгд55.рф/
Мелодия праздника,+7 (913) 623-21-05,Организация мероприятий,[]
Грин Хаус,+7 (913) 651-03-90,Детские праздники,[]
Радуга,+7 (913) 634-31-96,Организация мероприятий,[]
N&t,+7 (923) 684-01-24,Организация мероприятий,[]
Respect media,+7 (913) 620-13-13,Рекламные агентства,[]
Зорсан,+7 (960) 999-66-20,Товары для праздника,[]
L'amour,+7 (965) 970-60-15,Организация мероприятий,[]
Ви-Льена,+7 (913) 613-17-06,Организация мероприятий,[]
Зефир,+7 (904) 076-07-08,Детские праздники,[]
Центр печати на воздушных шарах,+7 (908) 117-46-75,Организация мероприятий,[]
Дареный конь,+7 (913) 630-33-55,Магазины подарков,http://ababah.ru/
Пафос,+7 (903) 927-12-18,Организация мероприятий,[]
Michael Art,+7 (913) 652-43-61,Организация мероприятий,[]
Зеленая орхидея,+7 (968) 102-80-08,Организация мероприятий,[]
Открывая мир,+7 (991) 380-87-78,Организация мероприятий,[]
Азарт,+7 (950) 792-06-64,Творческие коллективы,[]
Дареный конь,+7 (950) 794-40-70,Магазины подарков,http://ababah.ru/
Выгодно-сервис,+7 (950) 339-44-11,Ремонт бытовой техники,https://vygodno-servis.ru/
Холод-Плюс,+7 (913) 972-70-75,Ремонт бытовой техники,https://holod-plus55.ru/
Бытовые услуги,+7 (908) 799-78-67,Ремонт бытовой техники,https://rembittehservice.ru/
Альянс-ПК,+7 (960) 993-71-07,Ремонт бытовой техники,http://alance-pc.ru/
Рембытсервис,+7 (908) 112-47-20,Ремонт бытовой техники,http://сервис55.рф/
АБА-Сервис,+7 (904) 585-76-74,Ремонт бытовой техники,http://www.remontvomske.ru/
Мир холодильников и стиральных машин,+7 (950) 959-68-25,Магазины бытовой техники,[]
Абсолют Сервис,+7 (950) 958-81-82,Запчасти для бытовой техники,https://absolyut-servis.ru/
Ван Гог,+7 (983) 524-17-04,Ремонт аудио и видео,https://uslugity.ru/tv/omsk
РемБытСервис,+7 (950) 788-17-59,Ремонт бытовой техники,http://rembytservis55.ru/
Сервисный центр,+7 (950) 950-93-93,Ремонт бытовой техники,[]
Sewing machine,+7 (950) 332-20-67,Ремонт бытовой техники,http://zwezdny.narod2.ru/
Абсолют-Сервис,+7 (996) 039-96-13,Запчасти для бытовой техники,https://absolyut-servis.ru/
Ремонт бытовой техники,+7 (962) 037-84-01,Ремонт бытовой техники,[]
Технобренд,+7 (908) 111-68-68,Ремонт бытовой техники,http://texnobrand.ru/
Авалон-сервис,+7 (913) 963-35-85,Ремонт бытовой техники,http://www.505-179.ru/
Big сервис,+7 (951) 405-60-22,Ремонт бытовой техники,[]
Схема,+7 (983) 627-03-17,Ремонт телефонов,[]
Телемастерская,+7 (950) 331-88-77,Ремонт аудио и видео,[]
Banana Park,+7 (951) 428-63-56,Развлекательные центры,http://bananapark.ru/omsk/kaskad
Вокруг света,+7 (904) 329-28-33,Детские площадки,https://vokrugsvetapark.ru/
КосмоМакс,+7 (962) 058-43-31,Развлекательные центры,http://kosmomaks.ru/
Magic парк,+7 (905) 944-38-88,Развлекательные центры,https://vk.link/magic_park_omsk
Зеркальный лабиринт,+7 (913) 681-88-79,Развлекательные центры,[]
5D Attraction,+7 (347) 246-90-68,Парки аттракционов,http://5d-mirage.ru/
Гугол. Boom,+7 (913) 635-32-32,Детские площадки,https://gugolboom.ru/
Vr House,+7 (913) 642-11-59,Клубы виртуальной реальности,http://vrhouse-omsk.ru/
Детский развлекательный центр Улыбка,+7 (968) 106-66-00,Детские праздники,http://улыбка55.рф/
Вилла,+7 (913) 651-52-73,Зоопарки,https://villazoo.ru/
Мамми Квест,+7 (951) 404-78-48,Квесты,[]
На абордаж!,+7 (913) 671-18-26,Парки аттракционов,[]
Прыгалки-скакалки,+7 (904) 321-95-75,Детские площадки,[]
Триумф,+7 (909) 536-56-38,Торговые центры,http://www.triumf-omsk.ru/
Маяк,+7 (903) 925-66-99,Клубы виртуальной реальности,http://mayak-vr.ru/
Motoclub,+7 (993) 730-19-00,Развлекательные центры,http://motoclub-official.ru/
Izakaya Yosai,+7 (999) 327-81-11,Рестораны,https://izakaya.zarya.rest/
Студия квестов Тайна,+7 (908) 111-55-95,Квесты,http://tajna55.ru/
Картинг № 1,+7 (965) 981-11-98,Картинги,[]
Фламинго kids,+7 (951) 425-99-66,Детские площадки,http://prazdnik-omsk.ru/
Маяк,+7 (903) 925-69-99,Аэротруба,https://mayak-air.ru/
Хмелёк,+7 (913) 656-02-24,Ночные клубы,[]
Роллердром на Звездова,+7 (951) 424-50-25,Роллердромы,[]
Эрмитаж-Сибирь,+7 (958) 854-05-90,Музеи,http://vrubel.ru/
Запретная зона,+7 (908) 106-05-06,Лазертаг,[]
Каток,+7 (913) 630-30-17,Катки,[]
Рубин,+7 (913) 621-49-74,Дома культуры,http://rubin-omsk.ru/
Омская крепость,+7 (983) 117-82-86,Экскурсии,http://omskfortress.ru/
У Ляндика,+7 (908) 795-77-42,Детские праздники,[]
Бильярд,+7 (913) 972-22-12,Бильярд,https://tokflagman.ru/
V Karting,+7 (950) 782-78-39,Картинги,[]
Восьмерка,+7 (950) 213-60-02,Пейнтбол,http://344488.ru/
Пейнтбольный клуб Сталинград,+7 (908) 313-95-24,Пейнтбол,[]
Ariva,+7 (983) 522-63-64,Караоке-клубы,[]
Забава парк,+7 (950) 950-66-32,Развлекательные центры,http://www.zabavapark.ru/
Музейно-выставочный комплекс Россия - моя история,+7 (923) 760-12-55,Музеи,http://myhistorypark.ru/
Портал,+7 (962) 058-37-13,"Бары, пабы",[]
Дизель бар,+7 (908) 113-28-26,"Бары, пабы",[]
Лес,+7 (951) 423-88-00,"Бары, пабы",[]
Высокий Градус,+7 (996) 396-67-65,"Бары, пабы",[]
Музей ветеранов Афганистана и локальных конфликтов,+7 (904) 580-53-92,Музеи,[]
Пивовар,+7 (903) 927-77-57,Магазины пива,[]
Елена,+7 (951) 421-36-07,"Бары, пабы",[]
"Музей героев Советского Союза, чьими именами названы улицы Октябрьского округа г. Омска",+7 (960) 987-82-79,Музеи,[]
Аляска,+7 (908) 315-75-57,Банкетные залы,[]
Тамада,+7 (923) 828-09-88,Рестораны,http://tamada-letur.ru/
Партком,+7 (900) 674-06-44,Рестораны,http://restpartkom55.ru/
Премьера,+7 (951) 422-97-93,Рестораны,http://omskstar.wixsite.com/premiera
Станция Сады,+7 (913) 633-77-22,Рестораны,https://omsksad.com/
Пан Лагман,+7 (983) 110-63-43,Рестораны,http://panlagman55.tilda.ws/
Nana Meore,+7 (962) 058-67-00,Рестораны,https://nana.zarya.rest/
Пьер Луиджи,+7 (905) 943-98-77,Рестораны,https://pier-luigi.ru/
Корова на бочке,+7 (913) 657-55-99,Рестораны,https://korova55.ru/
Реми,+7 (913) 628-12-12,Рестораны,https://remi-rest.ru/
TomYumBar,+7 (933) 443-38-88,Кафе,http://omsk.tomyumbar.ru/
У Истока,+7 (900) 678-95-55,Рестораны,[]
Grand Royal,+7 (999) 455-99-99,Рестораны,https://grdostavka.ru/
Sirius,+7 (913) 628-88-02,Кафе,[]
Белая Акация,+7 (913) 656-51-23,Кафе,https://akaciya.wixsite.com/1777
Бади шеф,+7 (905) 099-72-20,Рестораны,http://buddy-chef.ru/
Хуан,+7 (900) 676-35-42,"Бары, пабы",[]
Вахдат,+7 (951) 419-94-41,Кафе,[]
Лютые Роллы,+7 (960) 998-08-88,Рестораны,https://lyutye-rolly.ru/
Pizzaliano,+7 (913) 143-43-30,Пиццерии,[]
Мансарда,+7 (908) 800-08-15,Фотостудии,[]
База отдыха и рыбалки Клёвое озеро,+7 (901) 262-27-97,Клубы охотников и рыболовов,http://клевое-озеро.рф/
RBSi-Рыболовные снасти,+7 (950) 956-17-73,Товары для рыбалки,https://snast55.ru/
Рыбалка-спорт-туризм,+7 (913) 638-37-20,Товары для рыбалки,http://www.спорт-туризм-рыбалка.рф/
На рыбалку,+7 (913) 675-84-18,Товары для рыбалки,[]
Рыбалка на Хитром,+7 (913) 971-00-93,Товары для рыбалки,[]
Рыбалка и отдых,+7 (904) 827-70-00,Товары для рыбалки,[]
Спорт-туризм-рыбалка,+7 (913) 638-37-25,Спортинвентарь,[]
Акцент,+7 (913) 635-35-69,Салоны красоты,https://vse-v-salon.ru/online-record-v7/142
Serebro,+7 (950) 956-26-14,Салоны красоты,http://serebro-salon.ru/
Pro Beauty,+7 (913) 607-55-31,Салоны красоты,https://probeauty-omsk.ru/
Comely,+7 (913) 647-91-91,Салоны красоты,[]
Pafos,+7 (950) 789-93-33,Салоны красоты,http://studiopafos.ru/
Beauty Star,+7 (962) 058-87-77,Салоны красоты,[]
Нимфа,+7 (951) 405-88-66,Салоны красоты,http://nimfa-treid-omsk.ru/
Милана,+7 (951) 401-95-92,Салоны красоты,[]
Студия Ирины Трояк,+7 (904) 589-87-79,Ногтевые студии,[]
Only you,+7 (993) 789-72-54,Салоны красоты,https://dikidi.ru/1259190
Pula,+7 (951) 410-42-00,Салоны красоты,https://pula-beauty.ru/
Золотая рыбка,+7 (950) 217-78-48,Салоны красоты,[]
Альвина,+7 (900) 677-03-83,Салоны красоты,[]
Slivki,+7 (965) 974-65-07,Ногтевые студии,https://studija-nogtevogo-servisa-ulitsa-70-let-oktjabrja.clients.site/
Lux,+7 (913) 677-13-13,Косметология,[]
Hair Lab,+7 (904) 076-29-28,Салоны красоты,[]
Viktoria group,+7 (913) 661-98-00,Салоны красоты,http://vknails.ru/
Shik & Sharme,+7 (913) 602-94-93,Салоны красоты,[]
